investigation_type,event_date,country,injury_severity,aircraft_damage,make,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_uninjured,weather_condition,month,year,survival_type,total_injured,state
Accident,2016-03-14,United States,Non-Fatal,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,No,1.0,reciprocating,Flight Test,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,MYAKKA
Accident,2016-03-14,United States,Non-Fatal,Substantial,RAYTHEON AIRCRAFT COMPANY,No,2.0,turbo fan,Positioning,0.0,0.0,VMC,3,2016,Non-Fatal,2.0,ROME
Accident,2016-03-15,United States,Non-Fatal,Substantial,NAKAJIMA,No,1.0,reciprocating,Positioning,0.0,2.0,VMC,3,2016,Non-Fatal,0.0,MIDLAND
Accident,2016-03-15,United States,Non-Fatal,Unknown,BOEING,No,2.0,turbo fan,Unknown,0.0,133.0,VMC,3,2016,Non-Fatal,1.0,PORT ARTHUR
Accident,2016-03-16,United States,Non-Fatal,Substantial,EICHHORN GARY L,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,ERWIN
Accident,2016-03-17,United States,Non-Fatal,Substantial,ROBINSON HELICOPTER COMPANY,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,RIVERSIDE
Accident,2016-03-18,United States,Fatal,Destroyed,CESSNA,No,2.0,reciprocating,Personal,2.0,0.0,VMC,3,2016,Fatal,0.0,TAMPA
Accident,2016-03-18,United States,Non-Fatal,Substantial,GRUMMAN,No,1.0,reciprocating,Personal,0.0,0.0,IMC,3,2016,Non-Fatal,1.0,LONGVIEW
Accident,2016-03-18,United States,Non-Fatal,Substantial,BARNES THOMAS A,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,BOLINGBROOK
Accident,2016-03-18,United States,Non-Fatal,Substantial,MOONEY,No,1.0,reciprocating,Personal,0.0,0.0,VMC,3,2016,Non-Fatal,2.0,WICHITA
Accident,2016-03-18,United States,Non-Fatal,Substantial,BEECH,No,2.0,reciprocating,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,HUNTSVILLE
Accident,2016-03-19,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,3.0,VMC,3,2016,Non-Fatal,0.0,MYRTLE BEACH
Accident,2016-03-20,United States,Fatal,Destroyed,AERONCA,No,1.0,reciprocating,Personal,1.0,0.0,VMC,3,2016,Fatal,0.0,ELLSWORTH
Accident,2016-03-20,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,2.0,VMC,3,2016,Non-Fatal,0.0,PFLUGERVILLE
Accident,2016-03-20,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,4.0,VMC,3,2016,Non-Fatal,0.0,NASHVILLE
Accident,2016-03-21,United States,Fatal,Destroyed,AIRBORNE,No,1.0,reciprocating,Instructional,1.0,0.0,VMC,3,2016,Fatal,0.0,HAWTHORNE
Accident,2016-03-21,United States,Non-Fatal,Substantial,ROLLADEN-SCHNEIDER,No,0.0,unknown,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,PINE GROVE
Accident,2016-03-22,United States,Non-Fatal,Substantial,NICHOLSON DAVID F,Yes,1.0,reciprocating,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,ALLISON
Accident,2016-03-23,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,FREDERICK
Accident,2016-03-23,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,VALPARAISO
Accident,2016-03-23,United States,Non-Fatal,Substantial,ROBINSON,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,OAK ISLAND
Accident,2016-03-23,United States,Fatal,Destroyed,NORTH AMERICAN,No,1.0,reciprocating,Personal,2.0,0.0,VMC,3,2016,Fatal,0.0,ASTORIA
Accident,2016-03-23,United States,Non-Fatal,Substantial,CIRRUS DESIGN CORP,No,1.0,reciprocating,Personal,0.0,2.0,VMC,3,2016,Non-Fatal,0.0,ALEXANDRIA
Accident,2016-03-24,United States,Fatal,Substantial,"HALL, WENDALL W",Yes,1.0,reciprocating,Personal,1.0,0.0,VMC,3,2016,Fatal,0.0,CHERAW
Accident,2016-03-24,United States,Non-Fatal,Substantial,AMERICAN LEGEND AIRCRAFT CO,No,1.0,reciprocating,Personal,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,MONTICELLO
Accident,2016-03-25,United States,Non-Fatal,Substantial,BRANTLY,No,1.0,unknown,Personal,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,GALENA
Accident,2016-03-25,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Other Work Use,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,LAKE HARBOR
Accident,2016-03-26,United States,Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,1.0,0.0,VMC,3,2016,Fatal,1.0,CHARLESTON
Accident,2016-03-26,United States,Fatal,Substantial,EUROCOPTER,No,1.0,turbo shaft,Unknown,4.0,0.0,IMC,3,2016,Fatal,0.0,ENTERPRISE
Accident,2016-03-26,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,3,2016,Non-Fatal,2.0,DEL RIO
Accident,2016-03-26,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,HOMESTEAD
Accident,2016-03-26,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,3,2016,Non-Fatal,2.0,KENTLAND
Accident,2016-03-26,United States,Non-Fatal,Substantial,GRUMMAN AMERICAN AVN. CORP.,No,1.0,reciprocating,Personal,0.0,0.0,VMC,3,2016,Non-Fatal,2.0,STEPHENVILLE
Accident,2016-03-26,United States,Non-Fatal,Substantial,ENSTROM,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,3,2016,Non-Fatal,0.0,SODUS
Accident,2016-03-26,United States,Non-Fatal,Substantial,PPHU EKOLOT,No,1.0,reciprocating,Personal,0.0,2.0,VMC,3,2016,Non-Fatal,0.0,LAKE DALLAS
Accident,2016-03-26,United States,Non-Fatal,Substantial,BELL,No,1.0,turbo shaft,Other Work Use,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,HANFORD
Accident,2016-03-26,United States,Non-Fatal,Substantial,HUGHES,No,1.0,turbo shaft,Ferry,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,JAMESTOWN
Accident,2016-03-26,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,MCNEIL ISLAND
Accident,2016-03-26,United States,Non-Fatal,Substantial,ROCKWELL INTERNATIONAL,No,1.0,reciprocating,Instructional,0.0,3.0,VMC,3,2016,Non-Fatal,0.0,ADDISON
Accident,2016-03-26,United States,Non-Fatal,Substantial,MATTHEWS H THOMAS,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,MARATHON
Accident,2016-03-27,United States,Non-Fatal,Substantial,PIPER,No,2.0,reciprocating,Personal,0.0,3.0,IMC,3,2016,Non-Fatal,1.0,DANVILLE
Accident,2016-03-27,United States,Fatal,Destroyed,ROBINSON,No,1.0,reciprocating,Personal,1.0,0.0,IMC,3,2016,Fatal,0.0,CANADENSIS
Accident,2016-03-27,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,WEST MIFFLIN
Accident,2016-03-28,United States,Non-Fatal,Substantial,MATHIEU,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,LOUISVILLE
Accident,2016-03-29,United States,Non-Fatal,Substantial,SEWELL WILLIAM K,Yes,1.0,reciprocating,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,CLARKSVILLE
Accident,2016-03-29,United States,Non-Fatal,Substantial,WACO,No,1.0,reciprocating,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,RIDGELAND
Accident,2016-03-29,United States,Non-Fatal,Substantial,AIR TRACTOR,No,1.0,turbo prop,Aerial Application,0.0,0.0,VMC,3,2016,Non-Fatal,1.0,BEYERSVILLE
Accident,2016-03-30,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,2.0,VMC,3,2016,Non-Fatal,1.0,LONG ISLAND
Accident,2016-03-30,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,0.0,FRENCHVILLE
Accident,2016-03-31,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,3,2016,Non-Fatal,1.0,SHIPROCK
Accident,2016-04-01,United States,Non-Fatal,Substantial,GILL CRAIG,Yes,1.0,turbo prop,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,ADDISON
Accident,2016-04-02,United States,Fatal,Substantial,NOKES MATTHEW,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Fatal,2.0,FALLBROOK
Accident,2016-04-02,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,HURLEY
Accident,2016-04-02,United States,Non-Fatal,Substantial,NORTH AMERICAN,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,YUKON
Accident,2016-04-02,United States,Non-Fatal,Substantial,BUTTERHOF ANTHONY J,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,SOUTH HARRISON TOWNSHIP
Accident,2016-04-03,United States,Non-Fatal,Substantial,CHAMPION,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,KINDER
Accident,2016-04-03,United States,Non-Fatal,Substantial,LAMB-ROBIN,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,GUTHRIE
Accident,2016-04-03,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,ORANGEBURG
Incident,2016-04-03,United States,Fatal,Unknown,MOONEY,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Fatal,0.0,JACKSONVILLE
Accident,2016-04-03,United States,Non-Fatal,Substantial,BOEING,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,SPRING
Accident,2016-04-04,United States,Fatal,Destroyed,BELL,No,1.0,turbo shaft,Aerial Observation,5.0,0.0,VMC,4,2016,Fatal,0.0,PIGEON FORGE
Accident,2016-04-04,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,PUNTA GORDA
Accident,2016-04-05,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,2.0,HULBERT
Accident,2016-04-06,United States,Non-Fatal,Substantial,FLIGHT DESIGN,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,HILTON HEAD ISLAND
Accident,2016-04-06,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,PALMER
Accident,2016-04-06,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,PAYSON
Accident,2016-04-06,United States,Non-Fatal,Substantial,BELL,No,1.0,turbo shaft,External Load,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,SUPAI
Incident,2016-04-07,United States,Fatal,Unknown,BOEING,No,2.0,turbo fan,Unknown,0.0,0.0,VMC,4,2016,Fatal,0.0,DALLAS
Accident,2016-04-07,United States,Non-Fatal,Substantial,AGUSTAWESTLAND PHILADELPHIA,No,2.0,turbo shaft,Other Work Use,0.0,9.0,VMC,4,2016,Non-Fatal,0.0,GALLIANO
Accident,2016-04-08,United States,Non-Fatal,Substantial,GRANGER MICHAEL D,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,JESUP
Accident,2016-04-08,United States,Fatal,Substantial,BELLANCA,No,1.0,reciprocating,Instructional,1.0,0.0,VMC,4,2016,Fatal,1.0,MIDLOTHIAN
Accident,2016-04-08,United States,Fatal,Substantial,CESSNA,No,1.0,reciprocating,Unknown,3.0,0.0,IMC,4,2016,Fatal,1.0,ANGOON
Accident,2016-04-08,United States,Non-Fatal,Substantial,HUGHES,No,1.0,turbo shaft,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,WEATHERFORD
Accident,2016-04-08,United States,Non-Fatal,Substantial,TL ULTRALIGHT SRO,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,SOUTH ST. PAUL
Accident,2016-04-09,United States,Fatal,Substantial,MOONEY,No,1.0,reciprocating,Personal,1.0,0.0,VMC,4,2016,Fatal,1.0,OCALA
Accident,2016-04-09,United States,Fatal,Destroyed,ROCKWELL,No,2.0,turbo prop,Instructional,2.0,0.0,VMC,4,2016,Fatal,0.0,TAYLOR
Accident,2016-04-09,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Aerial Observation,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,PANTEGO
Accident,2016-04-09,United States,Non-Fatal,Substantial,DEHAVILLAND,No,2.0,turbo prop,Skydiving,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,FENTRESS
Accident,2016-04-09,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,3.0,VMC,4,2016,Non-Fatal,0.0,CHESTERFIELD
Accident,2016-04-10,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,2.0,BAYPORT
Accident,2016-04-10,United States,Non-Fatal,Substantial,CIRRUS DESIGN CORP,No,1.0,reciprocating,Personal,0.0,4.0,VMC,4,2016,Non-Fatal,0.0,CALDWELL
Accident,2016-04-12,United States,Non-Fatal,Substantial,MONOCOUPE,No,1.0,reciprocating,Flight Test,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,CHANDLER
Accident,2016-04-12,United States,Non-Fatal,Substantial,CESSNA AIRCRAFT CO,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,LEE'S SUMMIT
Accident,2016-04-13,United States,Non-Fatal,Substantial,ATKINSON,Yes,2.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,DELAND
Accident,2016-04-13,United States,Non-Fatal,Substantial,CESSNA,No,2.0,reciprocating,Personal,0.0,3.0,VMC,4,2016,Non-Fatal,0.0,DEATH VALLEY
Accident,2016-04-14,United States,Non-Fatal,Unknown,BOEING,No,2.0,turbo fan,Unknown,0.0,121.0,VMC,4,2016,Non-Fatal,0.0,SAN DIEGO
Accident,2016-04-14,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,WARTBURG
Accident,2016-04-14,United States,Non-Fatal,Substantial,CZECH SPORT AIRCRAFT AS,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,MANSFIELD
Accident,2016-04-14,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Aerial Observation,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,MOORESTOWN
Accident,2016-04-15,United States,Non-Fatal,Substantial,EUROCOPTER FRANCE,No,1.0,turbo shaft,Unknown,0.0,4.0,VMC,4,2016,Non-Fatal,0.0,JASPER
Accident,2016-04-15,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,STILLWATER
Accident,2016-04-16,United States,Non-Fatal,Destroyed,BELL,No,1.0,turbo shaft,Aerial Observation,0.0,3.0,VMC,4,2016,Non-Fatal,0.0,BALTIMORE
Accident,2016-04-16,United States,Non-Fatal,Substantial,COSTRUZIONI AERONAUTICHE TECNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,BURGAW
Accident,2016-04-17,United States,Non-Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,2.0,AVALON
Accident,2016-04-18,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,2.0,0.0,VMC,4,2016,Fatal,1.0,WESTMORELAND
Accident,2016-04-18,United States,Fatal,Destroyed,AIR TRACTOR INC,No,1.0,turbo prop,Aerial Application,1.0,0.0,VMC,4,2016,Fatal,0.0,KILBOURNE
Accident,2016-04-18,United States,Non-Fatal,Substantial,BELL,No,1.0,turbo shaft,Public Aircraft - State,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,ARDEN HILLS
Accident,2016-04-18,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,OKEECHOBEE
Accident,2016-04-18,United States,Non-Fatal,Substantial,GARY A JAMIESON,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,PALMER
Accident,2016-04-19,United States,Non-Fatal,Substantial,SILVAIRE,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,BURLINGTON
Accident,2016-04-19,United States,Fatal,Substantial,VANS,No,1.0,reciprocating,Personal,2.0,0.0,VMC,4,2016,Fatal,0.0,STEVENSVILLE
Accident,2016-04-19,United States,Non-Fatal,Substantial,CHAMPION,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,TANNERSVILLE
Accident,2016-04-19,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,4,2016,Non-Fatal,2.0,SELMA
Accident,2016-04-19,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,PALMER
Accident,2016-04-20,United States,Fatal,Destroyed,BEECH,No,2.0,turbo prop,Public Aircraft - Local,2.0,0.0,VMC,4,2016,Fatal,0.0,SLIDELL
Accident,2016-04-20,United States,Non-Fatal,Substantial,BELL,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,MYERSTOWN
Accident,2016-04-20,United States,Fatal,Substantial,CESSNA,No,1.0,reciprocating,Other Work Use,4.0,0.0,VMC,4,2016,Fatal,0.0,CHUGIAK
Accident,2016-04-20,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,CAMARILLO
Accident,2016-04-21,United States,Non-Fatal,Destroyed,BELL,No,1.0,reciprocating,Aerial Application,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,LOS FRESNOS
Accident,2016-04-21,United States,Fatal,Substantial,MOONEY AIRCRAFT CORP.,No,1.0,reciprocating,Personal,1.0,0.0,VMC,4,2016,Fatal,2.0,WOODLAND
Accident,2016-04-21,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,BIXBY
Accident,2016-04-21,United States,Non-Fatal,Substantial,CESSNA AIRCRAFT,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,4,2016,Non-Fatal,2.0,ZIONSVILLE
Accident,2016-04-21,United States,Non-Fatal,Substantial,MOONEY,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,SAND SPRINGS
Accident,2016-04-21,United States,Non-Fatal,Substantial,CIRRUS,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,CHURCH HILL
Accident,2016-04-22,United States,Non-Fatal,Substantial,HELICYCLE/MORRISEY RR,Yes,1.0,turbo shaft,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,DENVER
Accident,2016-04-23,United States,Non-Fatal,Substantial,BELLANCA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,RAMONA
Accident,2016-04-23,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,2.0,BRIMFIELD
Accident,2016-04-23,United States,Non-Fatal,Substantial,BUCKEYE INDUSTRIES,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,CULVER
Accident,2016-04-23,United States,Non-Fatal,Substantial,JIM RIGGS,Yes,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,WASILLA
Accident,2016-04-23,United States,Non-Fatal,Substantial,CHAMPION,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,JASPER
Accident,2016-04-23,United States,Non-Fatal,Substantial,LOGAN JERRY L,Yes,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,DEFUNIAK SPRINGS
Accident,2016-04-24,United States,Fatal,Destroyed,RYSKAMP BRUCE A,Yes,1.0,reciprocating,Personal,1.0,0.0,VMC,4,2016,Fatal,0.0,BELTON
Accident,2016-04-24,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,STERLING CITY
Accident,2016-04-24,United States,Non-Fatal,Substantial,PROBST,Yes,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,HEMPSTEAD
Accident,2016-04-24,United States,Non-Fatal,Substantial,BURKHART GROB FLUGZEUGBAU,No,0.0,unknown,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,1.0,MARANA
Accident,2016-04-24,United States,Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,1.0,0.0,VMC,4,2016,Fatal,0.0,CARROLLTON
Accident,2016-04-24,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,TALKEETNA
Accident,2016-04-24,United States,Non-Fatal,Substantial,MAULE,No,1.0,reciprocating,Personal,0.0,3.0,VMC,4,2016,Non-Fatal,0.0,LITTLETON
Accident,2016-04-25,United States,Non-Fatal,Substantial,DG FLUGZEUGBAU GMBH,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,CLEMENTS
Accident,2016-04-25,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,1.0,0.0,VMC,4,2016,Fatal,2.0,BOONE
Accident,2016-04-25,United States,Non-Fatal,Destroyed,BEECH,No,2.0,reciprocating,Instructional,0.0,0.0,VMC,4,2016,Non-Fatal,3.0,POMPANO BEACH
Accident,2016-04-25,United States,Non-Fatal,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,No,1.0,reciprocating,Aerial Application,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,MADISON
Accident,2016-04-25,United States,Non-Fatal,Substantial,BELL HELICOPTER TEXTRON CANADA,No,1.0,turbo shaft,Unknown,0.0,3.0,VMC,4,2016,Non-Fatal,0.0,HOUSTON
Accident,2016-04-26,United States,Non-Fatal,Substantial,LUSCOMBE,No,1.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,MARYVILLE
Accident,2016-04-26,United States,Non-Fatal,Destroyed,CESSNA,No,2.0,reciprocating,Personal,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,FOLEY
Accident,2016-04-26,United States,Non-Fatal,Substantial,EUROCOPTER DEUTSCHLAND GMBH,No,2.0,turbo shaft,Unknown,0.0,5.0,VMC,4,2016,Non-Fatal,0.0,PITTSBURGH
Accident,2016-04-27,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,3.0,VMC,4,2016,Non-Fatal,0.0,DURANT
Accident,2016-04-28,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,HAYWARD
Accident,2016-04-28,United States,Non-Fatal,Substantial,BOEING,No,1.0,reciprocating,Skydiving,0.0,3.0,VMC,4,2016,Non-Fatal,0.0,OSAGE CITY
Accident,2016-04-29,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,PORT ALSWORTH
Accident,2016-04-29,United States,Non-Fatal,Substantial,BOMBARDIER INC,No,2.0,turbo fan,Unknown,0.0,30.0,VMC,4,2016,Non-Fatal,0.0,SAN FRANCISCO
Accident,2016-04-29,United States,Non-Fatal,Substantial,BUCKEYE INDUSTRIES INC,No,1.0,reciprocating,Flight Test,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,FORTVILLE
Accident,2016-04-29,United States,Non-Fatal,Substantial,BELL,No,1.0,reciprocating,Aerial Application,0.0,0.0,VMC,4,2016,Non-Fatal,1.0,SAN ARDO
Incident,2016-04-29,United States,Non-Fatal,Unknown,PIPER,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,SAN CARLOS
Accident,2016-04-30,United States,Fatal,Destroyed,EXTRA FLUGZEUGPRODUKTIONS-UND,No,1.0,reciprocating,Instructional,2.0,0.0,VMC,4,2016,Fatal,0.0,HENDERSON
Accident,2016-04-30,United States,Non-Fatal,Substantial,UNIVERSAL STINSON,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,CALVERTON
Accident,2016-04-30,United States,Non-Fatal,Substantial,CHAMPION,No,1.0,reciprocating,Other Work Use,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,TYRONE
Accident,2016-04-30,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,PALO ALTO
Accident,2016-04-30,United States,Non-Fatal,Substantial,AMERICAN CHAMPION AIRCRAFT,No,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,KEENE
Accident,2016-04-30,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,POPLAR GROVE
Accident,2016-04-30,United States,Non-Fatal,Substantial,MAHER DANIEL J,Yes,1.0,reciprocating,Personal,0.0,2.0,VMC,4,2016,Non-Fatal,0.0,WORCESTER
Accident,2016-04-30,United States,Non-Fatal,Substantial,PIPER,No,2.0,reciprocating,Business,0.0,1.0,VMC,4,2016,Non-Fatal,0.0,KILLEEN
Accident,2016-05-01,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,5,2016,Non-Fatal,0.0,BOISE
Accident,2016-05-01,United States,Non-Fatal,Substantial,MOONEY,No,1.0,reciprocating,Personal,0.0,0.0,VMC,5,2016,Non-Fatal,2.0,PLANO
Accident,2016-05-01,United States,Non-Fatal,Substantial,AVIAT AIRCRAFT INC,No,1.0,reciprocating,Personal,0.0,1.0,VMC,5,2016,Non-Fatal,0.0,HARLINGEN
Accident,2016-05-01,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,5,2016,Non-Fatal,1.0,PONCA CITY
